species,decimalLongitude,decimalLatitude
Cedrela odorata,-67.5351,-14.4296
Cedrela odorata,-67.55,-14.37
Cedrela odorata,-67.6,-15.03
Cedrela odorata,-67.62,-10.07
Cedrela odorata,-67.676139,-14.556222
Cedrela odorata,-67.77,-14.45
Cedrela odorata,-67.79,-14.08
Cedrela odorata,-67.82,-14.09
Cedrela odorata,-67.9,-13.43
Cedrela odorata,-67.91,-13.44
Cedrela odorata,-67.91,-14.42
Cedrela odorata,-67.9111,-14.1764
Cedrela odorata,-67.9156,-14.1737
Cedrela odorata,-67.918722,-14.175556
Cedrela odorata,-67.94,-14.23
Cedrela odorata,-67.95,-9.83
Cedrela odorata,-67.951944,-9.830833
Cedrela odorata,-67.953592,-9.8343189
Cedrela odorata,-67.96,-14.21
Cedrela odorata,-67.96,-14.36
Cedrela odorata,-67.9607,-14.2093
Cedrela odorata,-68.060742,10.205383
Cedrela odorata,-68.07,-14.33
Cedrela odorata,-68.19,-14.45
Cedrela odorata,-68.2,-14.47
Cedrela odorata,-68.2002,-13.9366
Cedrela odorata,-68.228611,10.3125
Cedrela odorata,-68.33,-13.73
Cedrela odorata,-68.35,-15.46
Cedrela odorata,-68.504167,-10.651944
Cedrela odorata,-68.5059281,-10.6554313
